bridge_id,bauwerksart_text,baustoffklasse,laenge,breite,baujahr,traffic_dtv_latest,traffic_dtv_mean,zustandsnote,zustandsnotenklasse,gis_ort,gis_kreis,gis_bundesland,geom_x,geom_y
5218551._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,52.8,20.05,1974,45748.0,25627.51219512195,2.7,2.5  -  2.9,Marburg                                           ,Landkreis Marburg - Biedenkopf                                                  ,,975040.195700001,6583913.8367
5218554._1,Brücke als offener Rahmen                                                       ,Beton/Stahlbeton,9.67,15.5,1974,45748.0,25627.51219512195,1.7,1.5  -  1.9,Cappel                                            ,Landkreis Marburg - Biedenkopf                                                  ,HE,975027.0001000016,6583798.197999999
5218554._2,Brücke als offener Rahmen                                                       ,Beton/Stahlbeton,9.67,14.5,1974,45748.0,25627.51219512195,2.0,2.0  -  2.4,Cappel                                            ,Landkreis Marburg - Biedenkopf                                                  ,HE,975027.0001000016,6583798.197999999
5218573._0,Brücke als offener Rahmen                                                       ,Beton/Stahlbeton,10.67,19.6,1974,45748.0,25627.51219512195,1.2,1.0  -  1.4,Cappel                                            ,Landkreis Marburg - Biedenkopf                                                  ,HE,974885.0417000018,6583790.606799997
5218576._1,Hohlkastenbrücke                                                                ,Spannbeton,147.5,13.25,1989,45748.0,25627.51219512195,1.8,1.5  -  1.9,Cappel                                            ,Landkreis Marburg - Biedenkopf                                                  ,HE,975148.4305999988,6582387.824299999
5218576._2,Hohlkastenbrücke                                                                ,Spannbeton,147.5,13.25,1989,45748.0,25627.51219512195,2.5,2.5  -  2.9,Cappel                                            ,Landkreis Marburg - Biedenkopf                                                  ,HE,975148.4305999988,6582387.824299999
5220533._1,Brücke als offener Rahmen                                                       ,Beton/Stahlbeton,8.3,15.49,1998,,,2.1,2.0  -  2.4,Romrod                                            ,Vogelsbergkreis                                                                 ,HE,1018178.4490999988,6570663.268399999
5218577._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,7.82,35.2,1989,45748.0,25627.51219512195,2.0,2.0  -  2.4,Cappel                                            ,Landkreis Marburg - Biedenkopf                                                  ,HE,975125.7556999996,6581786.939900003
5218578._1,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,81.56,17.05,1989,45748.0,25627.51219512195,2.0,2.0  -  2.4,Gisselberg                                        ,Landkreis Marburg - Biedenkopf                                                  ,HE,974888.7644000016,6581353.987599999
5218578._2,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,81.56,14.25,1989,45748.0,25627.51219512195,2.2,2.0  -  2.4,Gisselberg                                        ,Landkreis Marburg - Biedenkopf                                                  ,HE,974888.7644000016,6581353.987599999
5218579._1,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,25.74,13.25,1989,45748.0,25627.51219512195,2.0,2.0  -  2.4,Gisselberg                                        ,Landkreis Marburg - Biedenkopf                                                  ,HE,974567.3170999996,6580972.2163999975
5218579._2,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,25.74,13.25,1989,45748.0,25627.51219512195,2.2,2.0  -  2.4,Gisselberg                                        ,Landkreis Marburg - Biedenkopf                                                  ,HE,974567.3170999996,6580972.2163999975
5218586.A_,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,2.25,31.22,2010,45748.0,25627.51219512195,1.0,1.0  -  1.4,Niederweimar                                      ,Landkreis Marburg - Biedenkopf                                                  ,HE,973339.3194000012,6578494.257600002
5220533._2,Brücke als offener Rahmen                                                       ,Beton/Stahlbeton,8.3,15.24,1998,,,2.0,2.0  -  2.4,Romrod                                            ,Vogelsbergkreis                                                                 ,HE,1018178.4490999988,6570663.268399999
5218596._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,25.95,8.0,1989,45748.0,25627.51219512195,1.7,1.5  -  1.9,Cappel                                            ,Landkreis Marburg - Biedenkopf                                                  ,HE,975178.6928000004,6582108.489
5218600._0,Balkenbrücke / Mittelträger / Trapezplatte                                      ,Beton/Stahlbeton,25.59,12.8,1994,,,2.4,2.0  -  2.4,Allna                                             ,Landkreis Marburg - Biedenkopf                                                  ,HE,964723.4010999984,6579174.321199998
5218601.A1,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,364.2,14.68,1994,,,2.3,2.0  -  2.4,Hassenhausen                                      ,Landkreis Marburg - Biedenkopf                                                  ,HE,971760.6889999992,6568654.595899999
5218601.A2,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,364.2,15.03,1994,,,2.3,2.0  -  2.4,Hassenhausen                                      ,Landkreis Marburg - Biedenkopf                                                  ,HE,971760.6889999992,6568654.595899999
5218601.B_,Brücke als offener Rahmen                                                       ,Beton/Stahlbeton,7.82,30.5,1994,,,1.7,1.5  -  1.9,Hassenhausen                                      ,Landkreis Marburg - Biedenkopf                                                  ,HE,971815.430399999,6568420.869999997
5218602._0,Balkenbrücke / Mittelträger / Trapezplatte                                      ,Spannbeton,47.7,5.5,1994,,,1.9,1.5  -  1.9,Bellnhausen                                       ,Landkreis Marburg - Biedenkopf                                                  ,HE,971474.4934,6569870.697899997
5218603._0,Balkenbrücke / Mittelträger / Trapezplatte                                      ,Spannbeton,44.0,5.5,1994,45748.0,25627.51219512195,1.3,1.0  -  1.4,Bellnhausen                                       ,Landkreis Marburg - Biedenkopf                                                  ,HE,971616.7857999988,6571052.982799999
5220630._1,Brücke als offener Rahmen                                                       ,Beton/Stahlbeton,34.0,15.3,2024,,,1.0,1.0  -  1.4,,,,,
5218648._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,56.4,10.05,1998,45748.0,25627.51219512195,2.4,2.0  -  2.4,Weimar - Roth                                     ,Landkreis Marburg - Biedenkopf                                                  ,HE,972511.4699000008,6572911.812399998
5218653._1,Hohlkastenbrücke                                                                ,Stahlverbund,299.66,14.73,2010,45748.0,25627.51219512195,2.2,2.0  -  2.4,Argenstein                                        ,Landkreis Marburg - Biedenkopf                                                  ,HE,972970.9193000012,6576559.4054000005
5218653._2,Hohlkastenbrücke                                                                ,Stahlverbund,300.28,14.73,2009,45748.0,25627.51219512195,2.2,2.0  -  2.4,Argenstein                                        ,Landkreis Marburg - Biedenkopf                                                  ,HE,972970.6827000008,6576584.7183
5218659._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,7.08,11.5,2009,45748.0,25627.51219512195,1.8,1.5  -  1.9,Oberweimar                                        ,Landkreis Marburg - Biedenkopf                                                  ,HE,965946.2274000013,6578540.411399998
5218660._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,26.4,11.5,2009,45748.0,25627.51219512195,1.7,1.5  -  1.9,Oberweimar                                        ,Landkreis Marburg - Biedenkopf                                                  ,HE,967542.1125999988,6578055.0978000015
5218661._0,Brücke als offener Rahmen                                                       ,Stahl/Leichtmetall,30.82,5.5,2009,45748.0,25627.51219512195,1.3,1.0  -  1.4,Oberweimar                                        ,Landkreis Marburg - Biedenkopf                                                  ,HE,968769.934799999,6577457.266900003
5218662._0,"Rohr als Brücke, ohne Ummantelung                                               ",Stahl/Leichtmetall,2.28,35.0,2012,45748.0,25627.51219512195,1.1,1.0  -  1.4,Wenkbach                                          ,Landkreis Marburg - Biedenkopf                                                  ,HE,969668.5705999992,6577141.224600002
5218663._0,Plattenbrücke                                                                   ,Spannbeton,50.22,9.5,2012,45748.0,25627.51219512195,1.4,1.0  -  1.4,Wenkbach                                          ,Landkreis Marburg - Biedenkopf                                                  ,HE,970982.4048999996,6577607.501699999
5218664._0,"Rohr als Brücke, ohne Ummantelung                                               ",Stahl/Leichtmetall,8.19,33.95,2012,45748.0,25627.51219512195,1.0,1.0  -  1.4,Niederweimar                                      ,Landkreis Marburg - Biedenkopf                                                  ,HE,971456.8425999992,6577705.002800003
5218665.A_,Hohlkastenbrücke                                                                ,Stahl/Leichtmetall,116.5,11.5,2010,45748.0,25627.51219512195,1.9,1.5  -  1.9,Niederweimar                                      ,Landkreis Marburg - Biedenkopf                                                  ,HE,971721.9426999986,6577844.435199998
5218669._0,Brücke als offener Rahmen                                                       ,Beton/Stahlbeton,16.14,29.26,2008,45748.0,25627.51219512195,1.8,1.5  -  1.9,Wolfshausen                                       ,Landkreis Marburg - Biedenkopf                                                  ,HE,972611.8762999997,6574759.4696
5218673._0,Plattenbrücke                                                                   ,Spannbeton,41.0,11.5,2008,45748.0,25627.51219512195,1.3,1.0  -  1.4,Niederweimar                                      ,Landkreis Marburg - Biedenkopf                                                  ,HE,973043.3817999996,6577723.383699998
